article_index,article_title,article_date,sentence,category
592,Biden to Visit Israel as Gaza’s Crisis Worsens Under Siege,10/17/2023,"

Airstrikes  that  Israel  says  target  Hamas  forces  have  killed  more  than  2,808  people  and  wounded  10,850  others  in  Gaza,  according  to  the  Palestinian  Ministry  of  Health. ",palestine
592,Biden to Visit Israel as Gaza’s Crisis Worsens Under Siege,10/17/2023," Hundreds  of  airstrikes  have  pounded  Gaza,  and  Israel  says  it  has  killed  at  least  six  senior  leaders  of  Hamas.

",palestine
592,Biden to Visit Israel as Gaza’s Crisis Worsens Under Siege,10/17/2023,"

In  addition  to  the  thousands  killed  and  wounded,  the  Gaza  Government  Press  Office  said  at  least  3,731  residential  buildings  that  include  10,500  housing  units  had  been  demolished  by  Israeli  strikes.
",palestine
592,Biden to Visit Israel as Gaza’s Crisis Worsens Under Siege,10/17/2023," (Samar  Abu  Elouf/The  New  York  Times)



















Containers  with  the  unidentified  bodies  of  Israelis  killed  by  Hamas  militants  are  shown  to  reporters  at  a  military  base  near  Ramla,  Israel,  Oct.  16,  2023. ",israel
592,Biden to Visit Israel as Gaza’s Crisis Worsens Under Siege,10/17/2023," (Yousef  Masoud/The  New  York  Times)



















The  funeral  ceremony  of  Gil  Avital,  who  died  during  an  attack  by  Hamas,  in  Even  Yehuda,  Israel,  on  Sunday,  Oct.  15,  2023.",israel
592,Biden to Visit Israel as Gaza’s Crisis Worsens Under Siege,10/17/2023," (Sergey  Ponomarev/The  New  York  Times)



















The  funeral  ceremony  for  Superintendent  Dan  Granot,  one  of  the  first  to  enter  Be'eri  during  the  Hamas  attack,  where  he  was  killed,  in  Zikhron  Ya'akov,  Israel,  on  Sunday,  Oct.  15,  2023. ",israel
592,Biden to Visit Israel as Gaza’s Crisis Worsens Under Siege,10/17/2023," (Samar  Abu  Elouf/The  New  York  Times)



















The  funeral  ceremony  of  Gil  Avital,  who  died  during  an  attack  by  Hamas,  in  Even  Yehuda,  Israel,  on  Sunday,  Oct.  15,  2023.",israel
592,Biden to Visit Israel as Gaza’s Crisis Worsens Under Siege,10/17/2023," (Sergey  Ponomarev/The  New  York  Times)



















A  candle  lighting  for  those  those  killed  or  taken  hostage  by  Hamas  militants,  at  Dizengoff  Square  in  Tel  Aviv,  Israel,  Oct.  16,  2023. ",israel
592,Biden to Visit Israel as Gaza’s Crisis Worsens Under Siege,10/17/2023," (Tamir  Kalifa/The  New  York  Times)



















A  candle  lighting  for  those  those  killed  or  taken  hostage  by  Hamas  militants,  at  Dizengoff  Square  in  Tel  Aviv,  Israel,  Oct.  16,  2023. ",israel
592,Biden to Visit Israel as Gaza’s Crisis Worsens Under Siege,10/17/2023," (Samar  Abu  Elouf/The  New  York  Times)



















A  man  grieves  over  the  body  of  a  member  of  the  Al-Aqqad  family  who  was  killed  in  an  Israeli  airstrike  in  Khan  Younis,  in  southern  Gaza,  on  Monday,  Oct.  16,  2023. ",palestine
592,Biden to Visit Israel as Gaza’s Crisis Worsens Under Siege,10/17/2023," (Tamir  Kalifa/The  New  York  Times)



















Parents  and  family  mourn  at  the  funeral  of  Gil  Avital,  who  died  during  an  attack  by  Hamas,  in  Even  Yehuda,  Israel,  on  Sunday,  Oct.  15,  2023. ",israel
592,Biden to Visit Israel as Gaza’s Crisis Worsens Under Siege,10/17/2023," (Yousef  Masoud/The  New  York  Times)



















Palestinians  prepare  to  bury  members  of  a  family  after  they  were  killed  in  an  Israeli  airstrike  on  Khan  Younis,  on  Monday,  Oct.  16,  2023. ",palestine
592,Biden to Visit Israel as Gaza’s Crisis Worsens Under Siege,10/17/2023," (Samar  Abu  Elouf/The  New  York  Times)



















Containers  with  the  unidentified  bodies  of  Israelis  killed  by  Hamas  militants  are  shown  to  reporters  at  a  military  base  near  Ramla,  Israel,  Oct.  16,  2023. ",israel
592,Biden to Visit Israel as Gaza’s Crisis Worsens Under Siege,10/17/2023," (Tamir  Kalifa/The  New  York  Times)



















Police  officers  carry  the  coffin  of  Superintendent  Dan  Granot,  one  of  the  first  to  enter  Be'eri  during  the  Hamas  attack,  where  he  was  killed,  in  Zikhron  Ya'akov,  Israel,  on  Sunday,  Oct.  15,  2023. ",israel
592,Biden to Visit Israel as Gaza’s Crisis Worsens Under Siege,10/17/2023," (Sergey  Ponomarev/The  New  York  Times)



















A  man  mourns  at  the  funeral  of  his  son  Gil  Avital,  who  died  during  an  attack  by  Hamas,  in  Even  Yehuda,  Israel,  on  Sunday,  Oct.  15,  2023. ",israel
592,Biden to Visit Israel as Gaza’s Crisis Worsens Under Siege,10/17/2023," (Amit  Elkayam/The  New  York  Times)



















The  funeral  ceremony  for  Superintendent  Dan  Granot,  one  of  the  first  to  enter  Be'eri  during  the  Hamas  attack,  where  he  was  killed,  in  Zikhron  Ya'akov,  Israel,  on  Sunday,  Oct.  15,  2023. ",israel
592,Biden to Visit Israel as Gaza’s Crisis Worsens Under Siege,10/17/2023," (Amit  Elkayam/The  New  York  Times)



















The  funeral  ceremony  of  Gil  Avital,  who  died  during  an  attack  by  Hamas,  in  Even  Yehuda,  Israel,  on  Sunday,  Oct.  15,  2023.",israel
592,Biden to Visit Israel as Gaza’s Crisis Worsens Under Siege,10/17/2023,"(Amit  Elkayam/The  New  York  Times)



















A  candle  lighting  for  those  those  killed  or  taken  hostage  by  Hamas  militants,  at  Dizengoff  Square  in  Tel  Aviv,  Israel,  Oct.  16,  2023. ",israel
592,Biden to Visit Israel as Gaza’s Crisis Worsens Under Siege,10/17/2023," (Tamir  Kalifa/The  New  York  Times)



















The  funeral  ceremony  for  Superintendent  Dan  Granot,  one  of  the  first  to  enter  Be'eri  during  the  Hamas  attack,  where  he  was  killed,  in  Zikhron  Ya'akov,  Israel,  on  Sunday,  Oct.  15,  2023. ",israel
595,Blinken says this is ‘a moment for moral clarity’ as Israel carries out strikes on Gaza.,10/12/2023," Hamas  assailants  crossed  the  border  into  southern  Israel  on  Saturday  and  killed  some  1,200  people  and  abducted  at  least  150  others. ",israel
595,Blinken says this is ‘a moment for moral clarity’ as Israel carries out strikes on Gaza.,10/12/2023, Mr.  Blinken  said  at  least  25  Americans  were  among  those  killed. ,israel
595,Blinken says this is ‘a moment for moral clarity’ as Israel carries out strikes on Gaza.,10/12/2023," The  two  officials  and  their  aides  talked  in  Mr.  Netanyahu’s  office  on  the  base,  from  which  the  prime  minister  has  been  overseeing  preparations  for  a  possible  ground  offensive  and  the  Israeli  military’s  bombing  campaign  in  Gaza,  which  has  killed  Hamas  fighters  and  Palestinian  civilians. ",palestine
598,Tuesday Briefing,10/10/2023," Israel  yesterday  hit  a  mosque  and  a  marketplace  in  Gaza,  killing  dozens. ",palestine
598,Tuesday Briefing,10/10/2023,"
Toll:  More  than  900  Israelis  and  at  least  687  Palestinians  have  been  killed,  and  thousands  of  other  people  have  been  injured.
",both
598,Tuesday Briefing,10/10/2023,"
Here’s  what  to  know:

The  Israeli  defense  minister,  Yoav  Gallant,  said  “no  electricity,  no  food,  no  water,  no  fuel”  would  be  allowed  into  Gaza,  which  was  already  under  a  16-year  blockade.The  bodies  of  more  than  100  people,  including  children,  were  recovered  in  the  Be’eri  kibbutz,  near  Gaza’s  eastern  border,  a  spokesman  said.Hamas’s  armed  wing,  the  Al  Qassam  Brigades,  said  that  four  Israeli  captives  had  been  killed  in  an  Israeli  bombardment  overnight,  along  with  the  Palestinians  holding  them. ",israel
598,Tuesday Briefing,10/10/2023," The  claim  could  not  be  independently  verified.President  Biden  said  at  least  11  Americans  were  killed  in  the  attacks,  and  that  “an  unknown  number”  remained  unaccounted  for. ",israel
600,Relatives of Americans Missing in Israel Plead for Help,10/10/2023,"
Mr.  Dekel-Chen,  who  grew  up  in  Connecticut,  said  that  the  kibbutz  was  “destroyed  in  a  barbaric,  inhumane  attack  in  which  dozens  of  my  friends,  my  neighbors,  were  killed.” ",israel
603,"In Timeline of Attacks In Israel, Wait for Help Seemed to Be Endless",10/16/2023," ""Where  is  the  army,""  Amit  Man,  22,  texted  her  family  after  hiding  from  Hamas  attackers  for  five  hours,  before  she  was  shot  and  killed. ",israel
603,"In Timeline of Attacks In Israel, Wait for Help Seemed to Be Endless",10/16/2023," ""Where  is  the  army,""  Amit  Man,  22,  texted  her  family  after  hiding  from  Hamas  attackers  for  five  hours,  before  she  was  shot  and  killed. ",israel
603,"In Timeline of Attacks In Israel, Wait for Help Seemed to Be Endless",10/16/2023," Others  hid  in  the  woods,  barricaded  themselves  in  safe  rooms  and  waited  for  up  to  26  hours  for  help  to  arrive.The  slow  response  of  Israeli  forces  on  Saturday,  a  national  holiday,  gave  Hamas  terrorists  many  hours  to  infiltrate  more  than  20  towns  outside  of  Gaza,  where  they  killed  at  least  1,200  people  and  took  an  estimated  150  hostages.Israeli  officials  declined  to  answer  questions  about  the  timing  of  their  response  to  the  attacks. ",israel
603,"In Timeline of Attacks In Israel, Wait for Help Seemed to Be Endless",10/16/2023," By  now,  many  civilians  had  been  killed  in  towns  around  the  Gaza  border,  including  in  Sderot,  where  gun  battles  were  ongoing.Around  7:30  a.m.  Gunshots  rang  out  as  panicking  festival  attendees  exiting  the  event  were  stuck  in  traffic. ",israel
603,"In Timeline of Attacks In Israel, Wait for Help Seemed to Be Endless",10/16/2023," At  least  seven  bloodied  bodies  of  civilians  were  found  in  a  room  after  an  attack  on  the  kibbutz  of  Kfar  Aza,  photos  show.3  hours  after  attacks  began9:23  a.m.  Dash  cam  footage  from  a  car  parked  north  of  the  festival  shows  Hamas  terrorists  dragging  away  a  civilian  and  executing  another.9:30  a.m.  ""They're  coming  in,""  Yarden  Bibas,  36,  wrote  to  his  sister  Ofri  by  WhatsApp.Later,  footage  circulating  on  social  media  showed  his  wife,  Shiri,  and  their  two  children  --  one  of  them  just  9  months  old  --  imprisoned  by  Palestinian  militants.There  was  no  sign  of  Mr.  Bibas.9:32  a.m.  Photographs  taken  around  the  same  time  show  attackers  bringing  Israeli  civilians  --  including  a  man,  two  elderly  women  and  a  young  woman  --  to  Gaza  from  Kfar  Aza  as  hostages.ISRAELI  RESPONSE10:06  a.m.  Over  three  and  a  half  hours  after  the  attacks  began,  Israel's  Minister  of  Defense  Yoav  Gallant  said  Israel  was  at  war.About  10:35  a.m.  Militants  broke  into  the  home  of  Irit  Lahav  in  Nir  Oz. ",israel
603,"In Timeline of Attacks In Israel, Wait for Help Seemed to Be Endless",10/16/2023,"12:09  p.m.  Dash  cam  footage  from  a  car  left  near  the  festival  shows  another  group  of  militants  walking  by  and  rifling  through  personal  items  of  an  executed  individual,  indicating  the  area  around  festival  was  still  unsecured  nearly  six  hours  after  the  attack  began. ",israel
603,"In Timeline of Attacks In Israel, Wait for Help Seemed to Be Endless",10/16/2023," Many  Israeli  soldiers  were  killed  at  bases  near  the  border,  and  drone  strikes  caused  communication  problems. ",israel
603,"In Timeline of Attacks In Israel, Wait for Help Seemed to Be Endless",10/16/2023," Ms.  Man  said  she  had  been  shot  in  the  legs,  attackers  had  murdered  everyone  else  and  she  did  not  think  she  would  survive. ",israel
603,"In Timeline of Attacks In Israel, Wait for Help Seemed to Be Endless",10/16/2023," Ms.  Man  said  she  had  been  shot  in  the  legs,  attackers  had  murdered  everyone  else  and  she  did  not  think  she  would  survive. ",israel
603,"In Timeline of Attacks In Israel, Wait for Help Seemed to Be Endless",10/16/2023," The  full  scale  of  the  atrocities  committed  by  Hamas  terrorists  on  Saturday  is  still  being  uncovered  and  understood.By  Monday  morning,  Israeli  soldiers  were  still  fighting  militants  in  at  least  six  towns,  and  periodic  clashes  continued  even  after  an  Israeli  military  spokesman  said  the  military  had  regained  control  of  all  communities.An  estimated  260  people  may  have  died  around  the  site  of  the  festival,  and  108  bodies  were  recovered  from  Be'eri. ",israel
603,"In Timeline of Attacks In Israel, Wait for Help Seemed to Be Endless",10/16/2023," In  Kfar  Aza,  scores,  or  perhaps  hundreds,  of  people  were  killed,  soldiers  and  rescue  workers  said.But  days  after  the  attacks,  residents  were  still  waiting  on  the  military  for  one  more  thing:  recovering  bodies. ",israel
607,The Republican Meltdown Shows No Sign of Cooling Off,10/9/2023," When  an  estimated  700  Israelis  (a  number  that  is  sure  to  grow,  out  of  a  total  population  of  a  little  over  nine  million)  are  killed  in  terrorist  attacks,  as  they  have  been  since  Hamas’s  rampage  began  Saturday  morning,  that’s  the  proportional  equivalent  of  around  25,000  Americans. ",israel
