,article_index,article_title,article_date,sentence,category,auto_tagged_voice
685,422,"Ahead of Biden visit, Israel’s treatment of civilians looms large",10/18/2023,"
The  plight  of  civilians  is  drawing  intense  global  scrutiny  ahead  of  President  Biden's  planned  Wednesday  visit  to  Israel,  where  the  U.S.  leader  will  underscore  his  backing  for  America's  closest  Middle  Eastern  partner,  still  reeling  from  the  devastating  surprise  attack  that  killed  at  least  1,400  people  near  the  country's  border  with  the  Gaza  Strip.
",israel,ACTIVE
686,422,"Ahead of Biden visit, Israel’s treatment of civilians looms large",10/18/2023,"
Palestinian  authorities  said  at  least  500  people  were  killed  in  a  strike  on  a  crowded  hospital  in  Gaza  City  on  Tuesday,  adding  a  dramatic  escalation  to  a  death  toll  that  already  stood  above  2,000  since  Israeli  forces  began  pounding  the  densely  populated  area  with  airstrikes  following  Hamas's  Oct.  7  assault. ",palestine,PASSIVE
687,423,300 arrested as Jewish protesters in D.C. demand Israel-Gaza cease-fire,10/18/2023,"
This  demonstration  comes  amid  protests  across  the  Middle  East  following  a  strike  on  a  hospital  in  Gaza  City  on  Tuesday  that  killed  hundreds  of  people. ",palestine,ACTIVE
688,423,300 arrested as Jewish protesters in D.C. demand Israel-Gaza cease-fire,10/18/2023,"
President  Biden  has  expressed  his  support  for  Israel  since  the  Oct.  7  attack  by  Hamas,  when  gunmen  from  the  militant  group  that  controls  Gaza  broke  through  Israel's  border,  killing  more  than  1,400  people  and  taking  others  into  Gaza  as  hostages,  including  some  American  citizens. ",israel,ACTIVE
689,423,300 arrested as Jewish protesters in D.C. demand Israel-Gaza cease-fire,10/18/2023,"
Since  then,  Israeli  airstrikes  on  the  Gaza  Strip  have  killed  more  than  3,700  people  and  wounded  more  than  12,400  people,  Palestinian  officials  said.
",palestine,ACTIVE
690,426,House Republicans eat another one of their own,10/13/2023,"
At  the  White  HouseBiden's  former  envoy  to  Israel  says  Hamas's  attack  was  ""dramatically  worse""  than  Sept.  11Eight  questions  for  …  Thomas  Nides:  We  talked  with  Nides,  who  stepped  down  in  July  as  U.S.  ambassador  to  Israel,  about  Hamas's  assault  on  Saturday  that  killed  at  least  1,300  people  and  wounded  3,300. ",israel,ACTIVE
691,426,House Republicans eat another one of their own,10/13/2023," Israeli  strikes,  meanwhile,  have  killed  more  than  1,500  Gazans  and  injured  6,600,  according  to  Palestinian  officials. 
",palestine,ACTIVE
692,426,House Republicans eat another one of their own,10/13/2023," I  don't  think  anyone  believed  that  Hamas  would  come  over  the  border,  that  they  would  actually  slaughter  hundreds  of  people. ",israel,ACTIVE
693,426,House Republicans eat another one of their own,10/13/2023," It  has  bombarded  Gaza  with  airstrikes  that  have  killed  more  than  1,500  civilians  so  far,  including  500  children  and  nearly  300  women,  according  to  the  Palestinian  Health  Ministry.
",palestine,ACTIVE
694,428,At least 31 Americans were killed in Israel. Here’s what we know so far.,10/12/2023, At  least  31  Americans  were  killed  in  Israel. ,israel,PASSIVE
695,428,At least 31 Americans were killed in Israel. Here’s what we know so far.,10/12/2023," A  Missouri  native  who  died  shielding  her  teenage  son.
",israel,ACTIVE
696,428,At least 31 Americans were killed in Israel. Here’s what we know so far.,10/12/2023,"
These  are  some  of  the  31  Americans  who  were  killed  following  Saturday's  terrorist  attacks  on  Israel. ",israel,PASSIVE
697,428,At least 31 Americans were killed in Israel. Here’s what we know so far.,10/12/2023,"
Here's  what  we  know  about  the  Americans  killed  in  the  attacks:1. ",israel,
698,428,At least 31 Americans were killed in Israel. Here’s what we know so far.,10/12/2023," ""He  was  murdered,""  Alajem  said. ",israel,PASSIVE
699,428,At least 31 Americans were killed in Israel. Here’s what we know so far.,10/12/2023," Deborah  MatiasDeborah  Matias,  50,  and  her  husband,  Shlomi,  49,  were  killed  as  they  shielded  their  16-year-old  son,  Rotem,  with  their  bodies,  said  Matias's  father,  Ilan  Troen. ",israel,PASSIVE
700,428,At least 31 Americans were killed in Israel. Here’s what we know so far.,10/12/2023," The  concert  turned  into  a  massacre  where  hundreds  were  killed.
",israel,PASSIVE
701,428,At least 31 Americans were killed in Israel. Here’s what we know so far.,10/12/2023, Her  dream  job  was  to  organize  and  promote  concerts  like  the  Tribe  of  Nova  festival  where  she  was  killed. ,israel,PASSIVE
702,428,At least 31 Americans were killed in Israel. Here’s what we know so far.,10/12/2023,"
At  his  son's  funeral  on  Tuesday,  Ziering  said  he  had  died  defending  a  country  that  was  so  important  to  him. ",israel,ACTIVE
703,428,At least 31 Americans were killed in Israel. Here’s what we know so far.,10/12/2023," The  soldier  served  in  a  canine  unit  and  was  killed  while  trying  to  help  a  fellow  soldier  who  was  wounded,  recounted  his  aunt  Debby  Ziering,  who  lives  in  Connecticut.
",israel,PASSIVE
704,428,At least 31 Americans were killed in Israel. Here’s what we know so far.,10/12/2023," Both  were  killed.
",israel,PASSIVE
705,429,The troubling analogies surrounding the new Israel-Hamas war,10/11/2023," At  least  1,000  people  were  killed  in  the  rampage,  while  the  fate  of  more  than  100  hostages  abducted  and  taken  to  Gaza  hangs  in  the  balance.
",israel,PASSIVE
706,429,The troubling analogies surrounding the new Israel-Hamas war,10/11/2023," At  least  1,000  people  were  killed  in  the  rampage,  while  the  fate  of  more  than  100  hostages  abducted  and  taken  to  Gaza  hangs  in  the  balance.
",israel,
707,429,The troubling analogies surrounding the new Israel-Hamas war,10/11/2023," Already,  a  relentless  Israeli  campaign  of  airstrikes  on  the  densely  populated  Palestinian  enclave  has  killed  at  least  920  Palestinians,  with  reports  and  images  coming  out  from  the  territory  of  overflowing  hospitals  and  neighborhoods  flattened.
",palestine,ACTIVE
708,434,Hundreds of thousands flee south in Gaza after Israel orders evacuation,10/14/2023,"
""I  am  definitely  afraid,  very  afraid,  but  I  will  not  risk  the  lives  of  my  wife  and  children  on  the  way  to  the  south,""  he  said,  referring  to  reports  that  some  of  those  fleeing  were  killed  in  an  airstrike. ",palestine,PASSIVE
709,434,Hundreds of thousands flee south in Gaza after Israel orders evacuation,10/14/2023,"
Israel  launched  a  military  campaign  against  Hamas  after  the  group  carried  out  unprecedented  attacks  on  Israel  Oct.  7,  killing  more  than  1,300  civilians  and  soldiers  and  taking  more  than  100  hostages.
",israel,ACTIVE
710,434,Hundreds of thousands flee south in Gaza after Israel orders evacuation,10/14/2023,"
More  than  2,000  people  in  Gaza  have  been  killed,  including  724  children  and  more  than  8,700  have  been  wounded  since  clashes  began  Oct.  7,  according  to  the  Palestinian  Health  Ministry.
",palestine,PASSIVE
711,436,Bodies still being found in battle-scarred Israeli kibbutz,10/12/2023," Families  tried  to  hide  but  were  hunted  down  and  killed  in  their  homes.
",israel,
712,436,Bodies still being found in battle-scarred Israeli kibbutz,10/12/2023,"
""I'm  emotional  being  here  as  a  mom,  especially,""  Chargé  d'Affaires  Stephanie  Hallett  said,  ""and  hearing  the  stories  of  children  who  were  killed  and  abducted  from  here.""
",israel,PASSIVE
713,436,Bodies still being found in battle-scarred Israeli kibbutz,10/12/2023," At  least  103  militants  died  here,  too,  the  military  said. ",palestine,ACTIVE
714,436,Bodies still being found in battle-scarred Israeli kibbutz,10/12/2023,"
""You  can  see  the  bodies  -  we  killed  some  of  them  on  the  road,  some  of  them  inside  the  kindergarten,""  he  said. ",palestine,ACTIVE
715,436,Bodies still being found in battle-scarred Israeli kibbutz,10/12/2023," We  were  only  five  people  here,  so  I  asked  for  others  to  come  to  help  ...  we  killed  them  all.",palestine,ACTIVE
716,439,"Biden will be heavily protected during risky trip to Middle East, experts say",10/18/2023,"
Israel  and  Hamas  have  exchanged  fierce  rocket  fire  and  aerial  strikes  since  Palestinian  gunmen  from  Hamas  stormed  through  the  Israel-Gaza  border  on  Oct.  7  and  launched  the  deadliest  terrorist  attack  in  Israel's  history,  killing  more  than  1,400  Israelis. ",israel,ACTIVE
717,439,"Biden will be heavily protected during risky trip to Middle East, experts say",10/18/2023," Israel  has  launched  an  aerial  counterattack  that  has  killed  roughly  3,000  people  in  Gaza  and  incited  outrage  across  the  Middle  East.
",palestine,ACTIVE
718,439,"Biden will be heavily protected during risky trip to Middle East, experts say",10/18/2023,"
Adding  to  the  risks  of  Biden's  trip  was  a  deadly  airstrike  on  a  Gaza  hospital  Tuesday  that  killed  at  least  500  people,  according  to  the  Palestinian  Health  Ministry. ",palestine,ACTIVE
719,439,"Biden will be heavily protected during risky trip to Middle East, experts say",10/18/2023,"
The  current  crisis  erupted  Oct.  7,  when  Hamas  militants  broke  through  Israel's  sophisticated  border  fence  with  Gaza  and  hunted  Israeli  civilians  in  their  cars  and  homes,  shot  people  indiscriminately  and  took  scores  of  hostages  into  Gaza,  including  some  Americans. ",israel,ACTIVE
720,440,Some of the most devastating strikes Israel has carried out in Gaza,10/12/2023," More  than  1,100  people  have  been  killed,  according  to  Palestinian  officials.
",palestine,PASSIVE
721,440,Some of the most devastating strikes Israel has carried out in Gaza,10/12/2023," Hamas  said  Wednesday  that  Israeli  strikes  targeted  the  head  of  its  military  wing,  killing  his  brother. ",palestine,ACTIVE
722,440,Some of the most devastating strikes Israel has carried out in Gaza,10/12/2023," Two  members  of  the  group's  political  office  were  killed  Tuesday.
",palestine,PASSIVE
723,440,Some of the most devastating strikes Israel has carried out in Gaza,10/12/2023," Nine  U.N.  staffers  were  killed  in  the  strikes.
",palestine,PASSIVE
724,441,U.S. says Israel ‘not responsible’ for hospital blast; Biden says Sisi will allow aid into Gaza,10/18/2023," The  Gaza  Health  Ministry  said  the  strike,  which  Palestinian  authorities  blamed  on  Israel,  killed  471  people. ",palestine,ACTIVE
725,441,U.S. says Israel ‘not responsible’ for hospital blast; Biden says Sisi will allow aid into Gaza,10/18/2023,"
At  least  1,400  people  in  Israel  have  been  killed  and  more  than  4,562  injured  since  the  unprecedented  cross-border  Hamas  attack  on  Oct.  7,  Israeli  authorities  said. ",israel,PASSIVE
726,441,U.S. says Israel ‘not responsible’ for hospital blast; Biden says Sisi will allow aid into Gaza,10/18/2023," Palestinian  officials  said  3,478  people  in  Gaza  have  been  killed  and  more  than  12,500  wounded. ",palestine,PASSIVE
727,441,U.S. says Israel ‘not responsible’ for hospital blast; Biden says Sisi will allow aid into Gaza,10/18/2023," At  least  31  U.S.  nationals  have  died,  with  13  unaccounted  for. ",israel,ACTIVE
728,444,"Israel uses white phosphorus in Gaza, video shows",10/13/2023,"
Palestinian  officials  said  more  than  1,500  people  in  Gaza,  which  is  one  of  the  most  densely  populated  places  in  the  world,  have  been  killed  and  some  6,600  injured  as  a  result  of  Israeli  strikes  that  came  in  response  to  Hamas's  Oct.  7  attack.
",palestine,PASSIVE
729,445,Paragliding fighters flew into Israel. A similar attack happened 35 years ago.,10/9/2023," Combined  with  rocket  strikes,  Palestinian  militants  had  killed  more  than  700  people  and  wounded  thousands  of  others  as  of  early  Monday. ",israel,ACTIVE
730,446,Palestinians abroad struggle to contact families in Gaza,10/16/2023,"
Ten  members  of  her  extended  family,  ages  1  to  62,  were  killed  in  a  single  airstrike  that  hit  their  home  Wednesday  morning. ",palestine,PASSIVE
731,446,Palestinians abroad struggle to contact families in Gaza,10/16/2023,"
Hamas,  the  militant  group  that  controls  the  Gaza  Strip  and  that  has  been  designated  a  terrorist  organization  by  the  United  States  and  other  governments,  on  Oct.  7  carried  out  the  deadliest-ever  attack  on  Israel,  killing  at  least  1,400  people. ",israel,ACTIVE
732,446,Palestinians abroad struggle to contact families in Gaza,10/16/2023," Retaliatory  strikes  by  Israel  have  killed  more  than  2,600  in  Gaza,  authorities  there  say.
",palestine,ACTIVE
733,446,Palestinians abroad struggle to contact families in Gaza,10/16/2023," Six  of  her  family  members  -  an  aunt  and  five  cousins  between  the  ages  of  9and  18  -  were  killed  in  an  Israeli  airstrike  Oct.  9.
",palestine,PASSIVE
734,447,What’s behind the violence in Israel and Gaza? Here’s what to know.,10/7/2023," 
More  than  1,000  people  in  Israel  and  Gaza  have  been  killed  and  thousands  more  injured  after  Palestinian  gunmen  from  Hamas  infiltrated  Israel  on  Saturday,  launching  attacks  on  troops  and  massacring  civilians  in  the  most  brazen  militant  operation  in  years  that  led  Israeli  Prime  Minister  Benjamin  Netanyahu  to  declare  war  against  the  group.
",both,PASSIVE
