article_index,article_title,article_date,sentence,category,auto_tagged_voice
428,"As Israel Bombards Gaza, Fears of Humanitarian Disaster Mount; Response to Hamas's massacre comes amid clashes along Israel's northern border with Lebanon; Netanyahu forms unity government",2023-10-11,"
The  bombardments  following  Saturday's  devastating  attack  by  Hamas  —which  killed  more  than  1,200  Israelis,  mostly  civilians—raised  concerns  about  an  escalating  humanitarian  crisis  in  Gaza,  while  skirmishes  along  Israel's  northern  border  threaten  a  regional  expansion  of  the  conflict.
",israel,ACTIVE
428,"As Israel Bombards Gaza, Fears of Humanitarian Disaster Mount; Response to Hamas's massacre comes amid clashes along Israel's northern border with Lebanon; Netanyahu forms unity government",2023-10-11,"""

Israeli  strikes  have  killed  at  least  1,100  Palestinians  in  Gaza  since  Saturday,  according  to  the  enclave's  Health  Ministry. ",palestine,ACTIVE
428,"As Israel Bombards Gaza, Fears of Humanitarian Disaster Mount; Response to Hamas's massacre comes amid clashes along Israel's northern border with Lebanon; Netanyahu forms unity government",2023-10-11,"
The  Palestinian  Red  Crescent  aid  organization  said  later  on  Wednesday  that  Israeli  forces  had  struck  an  ambulance  in  the  northern  Gaza  Strip,  killing  three  medics. ",palestine,ACTIVE
428,"As Israel Bombards Gaza, Fears of Humanitarian Disaster Mount; Response to Hamas's massacre comes amid clashes along Israel's northern border with Lebanon; Netanyahu forms unity government",2023-10-11," The  World  Health  Organization  said  it  has  documented  37  attacks  on  health  facilities  and  ambulances  which  had  killed  six  medics  before  Wednesday.
",palestine,ACTIVE
428,"As Israel Bombards Gaza, Fears of Humanitarian Disaster Mount; Response to Hamas's massacre comes amid clashes along Israel's northern border with Lebanon; Netanyahu forms unity government",2023-10-11,"
Nine  employees  of  the  U.N.  Relief  and  Works  Agency  for  Palestine  Refugees  have  been  killed  since  the  offensive  began  over  the  weekend,  the  agency  said  on  Wednesday.
",palestine,PASSIVE
428,"As Israel Bombards Gaza, Fears of Humanitarian Disaster Mount; Response to Hamas's massacre comes amid clashes along Israel's northern border with Lebanon; Netanyahu forms unity government",2023-10-11," An  Israeli  military  officer  was  also  killed  in  the  clashes.
",israel,PASSIVE
428,"As Israel Bombards Gaza, Fears of Humanitarian Disaster Mount; Response to Hamas's massacre comes amid clashes along Israel's northern border with Lebanon; Netanyahu forms unity government",2023-10-11,"
Palestinian  residents,  medics  and  the  U.N.  said  the  strikes  killed  and  injured  civilians.
",palestine,ACTIVE
428,"As Israel Bombards Gaza, Fears of Humanitarian Disaster Mount; Response to Hamas's massacre comes amid clashes along Israel's northern border with Lebanon; Netanyahu forms unity government",2023-10-11,"
""This  morning,  we  had  a  child,  a  beautiful  young  girl  with  really  indescribable  facial  injuries,  whose  mother  was  a  doctor  at  Shifa  and  who  was  killed  when  their  home  was  targeted. ",palestine,PASSIVE
429,"Hamas's Barbaric Attack and the New World Disorder; Savagery is essential to the terrorists' strategy, and U.S. weakness surely emboldened them.",2023-10-09,"
Pray  tell,  what  is  a  ""proportionate""  response  to  an  enemy  that  indiscriminately  mows  down  young  partygoers  at  a  concert,  drags  off  terrified  grandmothers  to  an  unknown  fate  in  some  Gazan  hellscape,  and  spits  on  the  half-naked  body  of  an  innocent  young  woman  they  have  just  murdered?
",israel,ACTIVE
429,"Hamas's Barbaric Attack and the New World Disorder; Savagery is essential to the terrorists' strategy, and U.S. weakness surely emboldened them.",2023-10-09," They  murder,  rape  and  mutilate  Israelis,  knowing  that  in  its  response  Israel  will  wreak  havoc  on  Palestinians. ",israel,ACTIVE
433,Scene of Massacre Becomes Staging Ground for Israel's Invasion of Gaza. 'I Am Looking for Revenge.'; Survivors describe Islamists' onslaught against communities in southern Israel,2023-10-11," 
KFAR  AZA,  Israel—This  small  farming  community  near  the  Gaza  Strip  was  the  scene  of  one  of  Saturday's  deadliest  attacks  by  Hamas  militants  who  killed  more  than  1,200  people  across  Israel  . ",israel,ACTIVE
433,Scene of Massacre Becomes Staging Ground for Israel's Invasion of Gaza. 'I Am Looking for Revenge.'; Survivors describe Islamists' onslaught against communities in southern Israel,2023-10-11,"""

Israeli  military  officials  said  around  70  fighters  from  Hamas  ,  which  the  U.S.  and  other  countries  deem  a  terrorist  organization,  stormed  Kfar  Aza,  killing  dozens  of  members  of  the  700-strong  kibbutz  community,  whose  homes  lie  within  view  of  Israel's  border  with  Gaza.
",israel,ACTIVE
433,Scene of Massacre Becomes Staging Ground for Israel's Invasion of Gaza. 'I Am Looking for Revenge.'; Survivors describe Islamists' onslaught against communities in southern Israel,2023-10-11,"
Around  100  residents  of  Be'eri  were  killed,  according  to  rescuers  who  collected  bodies  there. ",israel,PASSIVE
433,Scene of Massacre Becomes Staging Ground for Israel's Invasion of Gaza. 'I Am Looking for Revenge.'; Survivors describe Islamists' onslaught against communities in southern Israel,2023-10-11,"
""Mr.  Prime  Minister,  go  in  front  of  the  press  and  apologize  for  the  thousands  of  people  who  were  murdered  on  your  watch,""  shouted  Shirel  Hogeg,  whose  sister,  her  husband  and  their  infant  suffered  serious  burns  after  Hamas  militants  set  their  house  on  fire.
",israel,PASSIVE
433,Scene of Massacre Becomes Staging Ground for Israel's Invasion of Gaza. 'I Am Looking for Revenge.'; Survivors describe Islamists' onslaught against communities in southern Israel,2023-10-11," The  Israeli  military  said  it  killed  two  militants  near  Mefalsim  and  waged  a  fierce  firefight  with  others.
",palestine,ACTIVE
433,Scene of Massacre Becomes Staging Ground for Israel's Invasion of Gaza. 'I Am Looking for Revenge.'; Survivors describe Islamists' onslaught against communities in southern Israel,2023-10-11, Hamas  fighters  killed  or  dragged  away  residents  who  hadn't  taken  shelter  in  time. ,israel,ACTIVE
434,"Main Street: America Isn't at War, but Iran Is",2023-10-17, So  far  30  Americans  have  died  in  this  latest  conflict  with  Hamas. ,israel,ACTIVE
439,"What We Know About the Gaza Hospital Blast; Competing versions of events, protests followed explosion at a hospital compound",2023-10-18,"
According  to  the  Hamas-run  Palestinian  Ministry  of  Health  in  Gaza,  the  explosion  killed  471  people,  including  staff,  patients  and  civilians  who  had  taken  refuge  inside  the  hospital  following  an  evacuation  order  from  Israel. ",palestine,ACTIVE
442,"U.S., Experts Say Evidence Suggests Palestinian Rocket Hit Gaza Hospital; Middle East convulses even as Western intelligence discounts claims that an Israeli strike caused the deadly explosion",2023-10-18,"
The  amount  of  damage  also  appears  inconsistent  with  the  Hamas-controlled  Gaza  Health  Ministry's  assertion  that  471  people  were  killed,  experts  said.
",palestine,PASSIVE
442,"U.S., Experts Say Evidence Suggests Palestinian Rocket Hit Gaza Hospital; Middle East convulses even as Western intelligence discounts claims that an Israeli strike caused the deadly explosion",2023-10-18," Some  1,400  Israelis  were  killed  in  the  Hamas  attack,  and  at  least  200  hostages  were  taken  to  Gaza. ",israel,PASSIVE
442,"U.S., Experts Say Evidence Suggests Palestinian Rocket Hit Gaza Hospital; Middle East convulses even as Western intelligence discounts claims that an Israeli strike caused the deadly explosion",2023-10-18," Before  the  hospital  blast,  3,000  people  had  been  killed  in  Gaza,  according  to  the  Hamas-run  Health  Ministry. ",palestine,PASSIVE
444,"World News: Muslim World Angered After Explosion --- Blast at Gaza hospital compound sparks widespread protests, mourning",2023-10-19,"
Hamas  immediately  blamed  Israeli  airstrikes  for  the  blast  at  Al-Ahli  Arab  Hospital  and  said  500  people  had  been  killed. ",palestine,PASSIVE
444,"World News: Muslim World Angered After Explosion --- Blast at Gaza hospital compound sparks widespread protests, mourning",2023-10-19,"
Some  governments,  such  as  Turkey  and  Jordan,  have  declared  days  of  mourning,  and  some  shops  in  Jordan  closed  in  solidarity  with  the  Palestinians  who  were  killed. ",palestine,PASSIVE
444,"World News: Muslim World Angered After Explosion --- Blast at Gaza hospital compound sparks widespread protests, mourning",2023-10-19," One  12-year-old  girl  died  during  the  confrontations,  her  family  said.
",palestine,ACTIVE
448,Gaza Hospital Blast Reverberates Across Muslim World; Explosion at hospital compound has led to widespread protests and mourning in the Middle East,2023-10-18,"
Hamas  immediately  blamed  Israeli  air  strikes  for  the  blast  at  the  Al-Ahli  Arab  hospita  l  and  said  500  people  had  been  killed. ",palestine,PASSIVE
448,Gaza Hospital Blast Reverberates Across Muslim World; Explosion at hospital compound has led to widespread protests and mourning in the Middle East,2023-10-18," Some  governments,  such  as  Turkey  and  Jordan,  have  declared  days  of  mourning,  and  some  shops  in  Jordan  closed  their  doors  in  solidarity  with  the  Palestinians  who  had  been  killed. ",palestine,PASSIVE
448,Gaza Hospital Blast Reverberates Across Muslim World; Explosion at hospital compound has led to widespread protests and mourning in the Middle East,2023-10-18,"
The  Hamas-controlled  Gaza  Health  Ministry  said  that  471  people  were  killed  in  the  hospital  explosion,  while  some  analysts  think  the  death  toll  was  less  than  100.
",palestine,PASSIVE
448,Gaza Hospital Blast Reverberates Across Muslim World; Explosion at hospital compound has led to widespread protests and mourning in the Middle East,2023-10-18," One  12-year-old  girl  died  during  the  confrontations,  her  family  said.
",palestine,ACTIVE
452,"Mitch McConnell: Four Steps for the U.S. to Help Israel; Make munitions transfers, offer intelligence support, and impose costs on state sponsors of terrorism.",2023-10-09," 
As  hundreds  of  Iranian-backed  terrorists  stormed  into  Israel  on  Saturday  to  butcher  children  and  elders,  kidnap  Israeli  civilians,  and  parade  the  naked  bodies  of  murdered  women  through  the  streets  of  Gaza,  many  of  their  fellow  Palestinians  and  supporters  around  the  world  cheered.
",israel,
452,"Mitch McConnell: Four Steps for the U.S. to Help Israel; Make munitions transfers, offer intelligence support, and impose costs on state sponsors of terrorism.",2023-10-09,"
In  the  days  and  weeks  ahead,  the  brave  people  of  Israel  will  continue  to  reclaim  their  territory,  rescue  their  countrymen,  and  mourn  the  innocent  men,  women  and  children  the  terrorists  have  slaughtered. ",israel,ACTIVE
453,"U.S. Looks at Risks of Deeper Involvement With Israel's War on Hamas; Biden administration mixing diplomacy, deterrence to prevent wider conflict",2023-10-12," A  still  undetermined  number  of  Americans  are  believed  to  be  among  the  dozens  of  hostages  Hamas  took  in  the  attack  that  killed  at  least  1,200  Israelis  and
 
 22  American  citizens  ,  some  of  them  dual  citizens.
",israel,ACTIVE
453,"U.S. Looks at Risks of Deeper Involvement With Israel's War on Hamas; Biden administration mixing diplomacy, deterrence to prevent wider conflict",2023-10-12," The  World  Health  Organization  in  a  briefing  Tuesday  said  that  it  had  documented  37  attacks  on  health  facilities  and  ambulances  that  had  killed  six  medics.
",palestine,ACTIVE
453,"U.S. Looks at Risks of Deeper Involvement With Israel's War on Hamas; Biden administration mixing diplomacy, deterrence to prevent wider conflict",2023-10-12,"
Nine  employees  of  the  United  Nations  Relief  and  Works  Agency  for  Palestinian  Refugees  have  been  killed  since  the  offensive  began  over  the  weekend,  the  agency  said  on  Wednesday.
",palestine,PASSIVE
455,"Tensions on College Campuses Mount Over Violence in Middle East; Rallies over war in Israel, Gaza marked by counterprotests, doxing, online threats",2023-10-13,"
Tensions  have  escalated  since  the  weekend  when  Hamas  militants  from  Gaza  entered  Israel  and  killed  an  estimated  1,200  people,  most  of  whom  were  civilians. ",israel,ACTIVE
